,NAME,WHITE_POP,BLACK_POP,HISPANIC_POP,ASIAN_POP,TOTAL_POP,HOUSING_UNITS,POP_UNDER_5,POP_5_9,POP_10_14,POP_15_19,state,county
2527,"Navajo County, Arizona",47.8,0.9,108705,0.6,108705,57753,7889,8221,8522,7903,04,017
2528,"Pulaski County, Arkansas",56.5,36.5,393463,2.2,393463,183437,26674,27524,23307,23328,05,119
2529,"Clay County, Arkansas",95.9,0.6,15061,0.0,15061,8018,841,831,1055,910,05,021
2530,"Dallas County, Arkansas",55.5,41.6,7432,0.3,7432,4306,368,403,511,582,05,039
2531,"Randolph County, Arkansas",95.7,1.1,17603,0.0,17603,8558,1031,902,1330,1129,05,121
2532,"Boone County, Arkansas",96.1,0.4,37288,0.5,37288,16971,2288,2344,2425,2178,05,009
2533,"Independence County, Arkansas",91.9,1.9,37264,0.6,37264,16465,2405,2577,2432,2494,05,063
2534,"Grant County, Arkansas",95.0,3.0,18086,0.0,18086,7981,973,1295,1082,1238,05,053
2535,"Faulkner County, Arkansas",82.2,11.4,122416,1.3,122416,49817,7728,8619,7533,10067,05,045
2536,"Marion County, Arkansas",96.1,0.9,16438,0.4,16438,9436,740,1014,777,775,05,089
2537,"Searcy County, Arkansas",93.7,0.7,7923,1.2,7923,4924,375,397,531,417,05,129
2538,"Crawford County, Arkansas",88.4,1.6,62472,1.9,62472,26738,3877,3964,4887,4212,05,033
2539,"Hot Spring County, Arkansas",84.6,12.0,33520,0.4,33520,14428,1674,2170,1932,1884,05,059
2540,"Madison County, Arkansas",94.0,0.5,16076,1.0,16076,7552,1031,970,1022,1198,05,087
2541,"Howard County, Arkansas",67.0,20.6,13389,0.3,13389,6263,930,907,1036,966,05,061
2542,"Mississippi County, Arkansas",60.4,35.2,42831,0.6,42831,20594,3090,3060,3254,3032,05,093
2543,"Union County, Arkansas",64.1,32.6,39732,0.6,39732,19911,2617,2629,2740,2384,05,139
2544,"Geauga County, Ohio",96.7,1.2,93961,0.6,93961,37075,4935,5940,6786,6748,39,055
2545,"Lake County, Ohio",91.3,4.1,230052,1.2,230052,102619,11482,12561,14273,13758,39,085
2546,"Clark County, Ohio",86.8,7.9,135198,0.6,135198,61310,7977,8131,9211,9002,39,023
2547,"Holmes County, Ohio",98.4,0.1,43859,0.2,43859,13640,3656,3800,4178,3734,39,075
2548,"Monroe County, Ohio",98.2,0.3,14090,0.4,14090,7523,720,771,887,830,39,111
2549,"Warren County, Ohio",88.6,3.4,226564,5.4,226564,85957,13246,14783,18542,16140,39,165
2550,"Ashland County, Ohio",96.6,0.8,53477,0.7,53477,22250,3062,3307,3473,4235,39,005
2551,"Seminole County, Oklahoma",68.1,4.8,25071,0.4,25071,11704,1664,1668,1863,1873,40,133
2552,"Blaine County, Oklahoma",79.1,4.1,9634,0.0,9634,5000,553,645,527,459,40,011
2553,"Coal County, Oklahoma",70.1,0.1,5618,0.2,5618,2802,361,373,419,361,40,029
2554,"Kingfisher County, Oklahoma",82.7,1.1,15618,0.2,15618,6532,1108,1167,1262,1064,40,073
2555,"Marshall County, Oklahoma",70.2,1.5,16376,0.2,16376,10242,959,1065,1143,1028,40,095
2556,"Nowata County, Oklahoma",68.0,2.5,10383,0.3,10383,4858,582,725,661,691,40,105
2557,"Rogers County, Oklahoma",74.8,1.1,90814,1.4,90814,37559,5313,6054,6329,6425,40,131
2558,"Alfalfa County, Oklahoma",77.6,3.3,5857,0.0,5857,2725,329,309,341,280,40,003
2559,"Cleveland County, Oklahoma",78.0,4.6,276733,4.4,276733,114046,15455,17576,17265,20755,40,027
2560,"Atoka County, Oklahoma",72.8,3.9,13874,0.6,13874,6396,812,923,883,745,40,005
2561,"Dewey County, Oklahoma",89.1,0.2,4918,0.7,4918,2435,341,400,346,426,40,043
2562,"Logan County, Oklahoma",82.9,8.6,46044,0.4,46044,17507,2791,3070,3164,3517,40,083
2563,"Washington County, Oklahoma",77.5,2.6,52001,2.1,52001,23702,3309,3421,3612,3192,40,147
2564,"Haskell County, Oklahoma",73.1,0.8,12704,0.7,12704,6137,791,820,901,839,40,061
2565,"Okmulgee County, Oklahoma",65.1,8.5,38889,0.3,38889,17861,2417,2459,2812,2748,40,111
2566,"Jefferson County, Oklahoma",84.7,1.3,6223,0.0,6223,3401,399,370,458,497,40,067
2567,"Garvin County, Oklahoma",83.4,2.4,27823,0.3,27823,12834,1906,1928,1950,1863,40,049
2568,"Pontotoc County, Oklahoma",69.3,2.1,38358,0.8,38358,16826,2656,2528,2526,2682,40,123
2569,"Hughes County, Oklahoma",67.5,6.0,13460,0.1,13460,6229,727,791,871,834,40,063
2570,"Comanche County, Oklahoma",63.2,16.9,122561,2.4,122561,51690,8782,8161,7850,9041,40,031
2571,"Pawnee County, Oklahoma",78.8,0.9,16428,0.4,16428,7816,963,1022,1239,1099,40,117
2572,"Douglas County, Oregon",92.5,0.4,108323,1.1,108323,50036,5581,5770,5908,5900,41,019
2573,"Polk County, Oregon",88.0,1.1,81427,1.9,81427,31762,4658,5212,5617,6321,41,053
2574,"Deschutes County, Oregon",93.5,0.6,180640,1.2,180640,86875,9374,10354,11306,9987,41,017
2575,"Yamhill County, Oregon",88.3,0.9,103820,1.5,103820,38632,5973,6689,6802,7597,41,071
2576,"Klamath County, Oregon",88.0,0.8,66310,1.0,66310,33418,4085,4234,3728,4019,41,035
2577,"Benton County, Oregon",85.6,1.0,89780,7.2,89780,38037,3664,3895,4461,8715,41,003
2578,"Crook County, Oregon",92.8,0.4,22337,0.4,22337,10674,1092,1318,1191,1168,41,013
2579,"Harney County, Oregon",90.9,0.5,7228,0.0,7228,3877,372,434,406,411,41,025
2580,"Wallowa County, Oregon",95.1,0.2,6924,0.3,6924,4197,326,395,366,259,41,063
2581,"Wheeler County, Oregon",93.8,0.0,1426,0.4,1426,988,68,75,48,37,41,069
2582,"Coos County, Oregon",88.3,0.8,63308,1.2,63308,30971,3105,3023,3546,3434,41,011
2583,"Hood River County, Oregon",86.6,0.5,23131,1.5,23131,9801,1482,1341,1817,1638,41,027
2584,"Multnomah County, Oregon",77.8,5.4,798647,7.3,798647,342746,45393,44641,40510,40095,41,051
2585,"Franklin County, Pennsylvania",92.9,3.8,153751,0.8,153751,65192,9407,8646,10602,9820,42,055
2586,"Bedford County, Pennsylvania",97.6,0.5,48611,0.4,48611,24302,2424,2671,2760,2828,42,009
2587,"Somerset County, Pennsylvania",95.2,2.6,74949,0.4,74949,38421,3434,3781,3969,3989,42,111
2588,"York County, Pennsylvania",88.8,5.8,444014,1.5,444014,183379,25514,27259,28711,27978,42,133
2589,"Bradford County, Pennsylvania",96.9,0.4,61304,0.7,61304,30592,3654,3668,3942,3499,42,015
2590,"Chester County, Pennsylvania",85.3,5.9,517156,5.2,517156,199050,29076,32921,35799,36620,42,029
2591,"Indiana County, Pennsylvania",94.7,2.3,85755,1.0,85755,38960,4061,4094,4579,7420,42,063
2592,"Washington County, Pennsylvania",93.6,3.1,207547,1.0,207547,95508,10520,11773,11228,12910,42,125
2593,"Pike County, Pennsylvania",89.1,6.2,55498,1.5,55498,38982,1826,2682,3464,3727,42,103
2594,"Lehigh County, Pennsylvania",78.5,7.0,362613,3.4,362613,145589,21454,22382,24066,24088,42,077
2595,"Clarion County, Pennsylvania",96.5,1.1,38827,0.5,38827,20447,1960,2120,1925,2899,42,031
2596,"Clearfield County, Pennsylvania",95.0,2.8,80216,0.5,80216,39136,3674,4045,4425,4216,42,033
2597,"Lycoming County, Pennsylvania",91.9,4.8,114859,0.7,114859,53340,6315,6375,6954,7242,42,081
2598,"Warren County, Pennsylvania",97.7,0.5,40035,0.5,40035,23603,1973,2033,2285,2324,42,123
2599,"Elk County, Pennsylvania",98.0,0.5,30608,0.5,30608,17759,1598,1477,1808,1709,42,047
2600,"Mercer County, Pennsylvania",91.2,5.7,112630,0.7,112630,52200,5449,5831,6431,8030,42,085
2601,"Sullivan County, Pennsylvania",94.0,3.1,6177,0.4,6177,6375,202,185,170,386,42,113
2602,"Kent County, Rhode Island",92.1,1.7,163861,2.6,163861,74260,8049,8812,8728,8954,44,003
2603,"Washington County, Rhode Island",93.0,1.4,126242,1.9,126242,63737,4670,5636,6938,11368,44,009
2604,"Allendale County, South Carolina",23.5,75.7,9214,0.1,9214,4487,408,483,554,678,45,005
2605,"Chester County, South Carolina",60.6,36.9,32326,0.1,32326,14752,1918,1946,2279,1876,45,023
2606,"Marion County, South Carolina",39.7,56.8,31562,0.7,31562,14928,1986,1938,2181,1878,45,067
2607,"Oconee County, South Carolina",87.8,7.1,76696,0.7,76696,40056,4023,4382,4367,4239,45,073
2608,"Charleston County, South Carolina",68.2,27.3,394708,1.4,394708,184610,23676,22500,20533,22031,45,019
2609,"Marlboro County, South Carolina",41.5,50.6,27131,0.3,27131,12021,1422,1516,1543,1612,45,069
2610,"Cherokee County, South Carolina",75.3,20.0,56711,0.6,56711,24380,3278,3738,3968,3915,45,021
2611,"Jasper County, South Carolina",52.2,43.1,27900,0.6,27900,11562,1671,1786,1816,1553,45,053
2612,"Lee County, South Carolina",32.7,65.6,17606,0.0,17606,7771,903,844,1219,1017,45,061
2613,"Spartanburg County, South Carolina",73.4,20.4,302195,2.2,302195,127850,18323,19787,20154,20352,45,083
2614,"Beaufort County, South Carolina",75.3,18.1,182658,1.3,182658,97831,9966,10141,9612,10420,45,013
2615,"Saluda County, South Carolina",65.1,25.2,20299,0.0,20299,9384,1249,1343,1153,1502,45,081
2616,"Hutchinson County, South Dakota",96.1,0.0,7315,0.4,7315,3398,579,459,477,476,46,067
2617,"Buffalo County, South Dakota",12.3,0.1,2053,0.0,2053,650,233,202,190,222,46,017
2618,"Dewey County, South Dakota",20.2,0.1,5779,0.1,5779,2019,706,575,523,459,46,041
2619,"Hughes County, South Dakota",83.8,0.3,17617,0.5,17617,7976,1264,1448,874,977,46,065
2620,"Sanborn County, South Dakota",96.5,0.0,2388,0.4,2388,1240,180,150,117,93,46,111
2621,"Hand County, South Dakota",98.6,0.1,3301,0.5,3301,1808,199,250,165,150,46,059
2622,"Yankton County, South Dakota",92.1,1.6,22717,0.2,22717,10046,1360,1297,1392,1301,46,135
2623,"Beadle County, South Dakota",83.1,0.8,18374,9.3,18374,8482,1399,1520,1311,949,46,005
2624,"Davison County, South Dakota",93.2,0.8,19901,0.3,19901,9423,1144,1256,1256,1415,46,035
2625,"Jerauld County, South Dakota",97.7,0.0,2029,0.0,2029,1087,101,161,121,98,46,073
2626,"Stanley County, South Dakota",86.3,0.0,2997,0.0,2997,1443,224,227,218,126,46,117
2627,"Potter County, South Dakota",93.8,0.0,2326,1.4,2326,1597,175,128,126,126,46,107
2628,"Charles Mix County, South Dakota",63.6,0.1,9344,0.1,9344,3876,773,745,809,729,46,023
2629,"Marshall County, South Dakota",85.8,0.5,4895,0.0,4895,2629,458,318,329,332,46,091
2630,"Moody County, South Dakota",80.1,0.1,6506,2.5,6506,2872,437,492,451,395,46,101
2631,"Todd County, South Dakota",9.4,0.2,10146,1.5,10146,3162,1251,1148,1071,936,46,121
2632,"Lyman County, South Dakota",57.5,0.1,3869,0.5,3869,1746,334,306,288,277,46,085
2633,"Spink County, South Dakota",96.6,0.1,6543,0.0,6543,3241,401,392,454,511,46,115
2634,"Brookings County, South Dakota",92.5,1.6,34239,2.9,34239,14350,2127,1946,1795,3925,46,011
2635,"Hamlin County, South Dakota",96.8,0.3,6000,0.4,6000,2861,554,487,543,431,46,057
2636,"Houston County, Tennessee",92.7,3.9,8176,0.2,8176,4231,405,531,533,470,47,083
2637,"Hardin County, Tennessee",94.2,4.2,25771,0.6,25771,14108,1318,1373,1635,1522,47,071
2638,"Hardeman County, Tennessee",55.7,41.6,25562,0.7,25562,10961,976,1420,1693,1680,47,069
2639,"Polk County, Tennessee",96.3,0.2,16782,0.1,16782,8727,771,861,1087,986,47,139
2640,"White County, Tennessee",95.9,2.0,26580,0.2,26580,11812,1568,1401,1973,1607,47,185
2641,"Unicoi County, Tennessee",96.5,0.4,17780,0.4,17780,8893,725,951,951,897,47,171
2642,"Weakley County, Tennessee",88.5,8.6,33626,0.2,33626,15609,1724,1738,1904,3040,47,183
2643,"Bledsoe County, Tennessee",90.5,4.5,14602,0.1,14602,5783,603,565,691,701,47,007
2644,"Coffee County, Tennessee",90.8,2.6,54531,1.0,54531,23911,3444,3885,3617,3329,47,031
2645,"Hawkins County, Tennessee",96.0,1.4,56402,0.5,56402,27148,2829,3099,3492,3246,47,073
2646,"Macon County, Tennessee",96.4,0.3,23487,0.8,23487,10211,1685,1561,1551,1423,47,111
2647,"Robertson County, Tennessee",88.0,7.0,69344,0.5,69344,27043,4408,4531,5051,4640,47,147
2648,"Cheatham County, Tennessee",95.0,1.4,39929,0.4,39929,16132,2109,2391,2868,2548,47,021
2649,"Giles County, Tennessee",86.1,10.0,29167,0.2,29167,13988,1646,1559,1826,1814,47,055
2650,"Madison County, Tennessee",58.6,37.4,97682,1.0,97682,42953,6122,5511,6653,7323,47,113
2651,"Pickett County, Tennessee",99.3,0.5,5088,0.0,5088,3487,223,240,291,300,47,137
2652,"Wayne County, Tennessee",92.0,6.8,16649,0.4,16649,7335,812,952,773,878,47,181
2653,"Bedford County, Tennessee",84.1,7.3,47558,0.2,47558,18928,3171,3177,3845,2993,47,003
2654,"Cumberland County, Tennessee",96.9,0.6,58634,0.3,58634,29314,2812,3399,2617,2700,47,035
2655,"Claiborne County, Tennessee",96.5,1.1,31613,0.7,31613,15349,1559,1514,1813,1933,47,025
2656,"Humphreys County, Tennessee",93.7,2.4,18318,0.7,18318,8970,921,1127,1062,1055,47,085
2657,"Putnam County, Tennessee",93.6,2.2,76440,1.3,76440,33886,4451,4152,4618,5898,47,141
2658,"Stewart County, Tennessee",94.1,1.1,13301,0.7,13301,6851,772,659,866,798,47,161
2659,"Decatur County, Tennessee",93.1,3.7,11683,0.4,11683,6911,605,726,751,607,47,039
2660,"McNairy County, Tennessee",91.6,5.9,25903,0.2,25903,12072,1389,1725,1558,1582,47,109
2661,"Bradley County, Tennessee",90.4,4.9,104557,1.1,104557,43377,5982,6363,6684,7269,47,011
2662,"Kimble County, Texas",89.1,0.0,4408,0.0,4408,3262,270,203,203,332,48,267
2663,"Van Zandt County, Texas",93.0,2.6,54368,0.5,54368,23239,3030,3341,3852,3741,48,467
2664,"Martin County, Texas",82.9,0.9,5614,0.1,5614,1860,468,467,545,443,48,317
2665,"Yoakum County, Texas",95.8,0.4,8571,0.1,8571,3040,783,964,668,468,48,501
2666,"Red River County, Texas",79.1,16.9,12275,0.0,12275,6914,518,547,911,818,48,387
2667,"Sutton County, Texas",64.7,0.5,3865,0.0,3865,2037,253,299,255,167,48,435
2668,"Upshur County, Texas",86.0,8.4,40769,0.6,40769,16988,2548,2901,2728,2726,48,459
2669,"Wharton County, Texas",81.2,14.4,41551,0.2,41551,17503,2827,2904,3245,3010,48,481
2670,"Borden County, Texas",97.9,0.0,665,0.0,665,441,90,17,30,42,48,033
2671,"Marion County, Texas",73.0,23.4,10083,0.0,10083,6318,435,536,554,606,48,315
2672,"Grayson County, Texas",86.7,5.5,128560,1.4,128560,55441,8066,8267,9100,8466,48,181
2673,"Palo Pinto County, Texas",92.0,2.2,28317,0.8,28317,15449,1726,2011,1744,1969,48,363
2674,"DeWitt County, Texas",66.4,9.3,20435,0.0,20435,9207,1302,1378,1134,1190,48,123
2675,"Callahan County, Texas",94.7,0.5,13770,0.3,13770,6667,733,799,1118,848,48,059
2676,"Gregg County, Texas",74.5,20.3,123494,1.3,123494,51797,9322,9310,8434,8245,48,183
2677,"Lubbock County, Texas",81.1,7.3,301454,2.2,301454,125285,20437,19739,20780,25447,48,303
2678,"Kaufman County, Texas",82.0,10.9,118910,1.2,118910,40748,8545,8799,9932,8701,48,257
2679,"Floyd County, Texas",93.0,3.9,5872,0.2,5872,2978,381,386,517,407,48,153
2680,"Chambers County, Texas",88.0,7.8,40292,1.3,40292,15292,2794,3250,3140,3022,48,071
2681,"Bell County, Texas",63.5,23.5,342236,2.9,342236,138168,29639,26525,24832,23615,48,027
2682,"Hutchinson County, Texas",88.3,2.3,21571,0.4,21571,10631,1424,1718,1444,1501,48,233
2683,"Orange County, Texas",87.5,8.5,84047,1.2,84047,36987,5725,5807,5808,5345,48,361
2684,"Winkler County, Texas",88.2,4.6,7802,0.0,7802,3029,649,714,646,698,48,495
2685,"Burnet County, Texas",92.0,1.8,45750,0.8,45750,22335,2423,2502,3042,2908,48,053
2686,"Dallas County, Texas",61.7,22.5,2586552,6.2,2586552,998874,195852,194682,188069,175401,48,113
2687,"McMullen County, Texas",98.5,0.0,662,0.0,662,390,45,54,56,19,48,311
2688,"Johnson County, Texas",90.9,3.1,163475,0.9,163475,61147,10772,12070,12313,11668,48,251
2689,"Hartley County, Texas",81.9,8.6,5767,1.5,5767,1945,311,325,389,235,48,205
2690,"Limestone County, Texas",76.1,17.7,23515,0.8,23515,10640,1508,1359,1544,1614,48,293
2691,"Parker County, Texas",93.2,1.4,129802,0.5,129802,49492,7993,9003,9467,8811,48,367
2692,"Culberson County, Texas",81.8,0.1,2241,0.5,2241,993,195,156,110,109,48,109
2693,"Garza County, Texas",83.2,4.3,6288,2.2,6288,2165,269,238,274,394,48,169
2694,"Travis County, Texas",73.5,8.3,1203166,6.6,1203166,500424,78751,75966,73312,72912,48,453
2695,"Collingsworth County, Texas",78.3,7.4,2996,0.0,2996,1449,185,191,245,171,48,087
2696,"Lamb County, Texas",87.9,5.0,13262,0.6,13262,6072,970,1059,1071,934,48,279
2697,"Loving County, Texas",97.1,0.0,102,0.0,102,70,19,5,0,0,48,301
2698,"Prentiss County, Mississippi",83.6,12.3,25360,0.2,25360,11169,1550,1805,1480,1899,28,117
2699,"Jackson County, Mississippi",71.3,21.6,142014,2.4,142014,62031,8098,9050,10549,9392,28,059
2700,"Tunica County, Mississippi",19.3,78.5,10170,1.2,10170,4898,905,833,807,588,28,143
2701,"Claiborne County, Mississippi",11.7,87.4,9120,0.5,9120,4277,529,491,606,1262,28,021
2702,"Lauderdale County, Mississippi",54.4,43.5,77323,0.8,77323,35227,4788,5441,5059,5067,28,075
2703,"Simpson County, Mississippi",61.8,36.5,27073,0.3,27073,12103,1572,1772,2105,1783,28,127
2704,"Attala County, Mississippi",54.0,42.6,18581,0.2,18581,9200,1212,1279,1460,1273,28,007
2705,"Coahoma County, Mississippi",21.2,77.5,23802,0.5,23802,10733,1966,1903,1606,1963,28,027
2706,"Walthall County, Mississippi",53.0,46.0,14601,0.4,14601,7236,882,1087,854,1204,28,147
2707,"Pontotoc County, Mississippi",78.4,16.0,31315,0.1,31315,12768,2183,2420,2423,2162,28,115
2708,"Alcorn County, Mississippi",85.0,11.7,37180,0.3,37180,17213,2083,2637,2440,2519,28,003
2709,"DeSoto County, Mississippi",68.0,26.1,176132,1.2,176132,66159,10876,12333,14227,13193,28,033
2710,"Mercer County, Missouri",96.9,0.4,3664,0.5,3664,2130,243,239,258,347,29,129
2711,"Clay County, Missouri",85.7,6.0,239164,2.1,239164,96935,15671,16560,16647,15053,29,047
2712,"Dent County, Missouri",95.6,0.6,15504,0.5,15504,7312,874,1095,899,1015,29,065
2713,"Worth County, Missouri",97.1,0.3,2040,0.2,2040,1271,118,140,89,131,29,227
2714,"St. Louis city, Missouri",46.2,46.9,311273,3.2,311273,176375,20178,15460,16686,16435,29,510
2715,"Butler County, Missouri",90.7,5.7,42733,0.6,42733,19836,2614,3072,2615,2765,29,023
2716,"Holt County, Missouri",96.7,0.7,4456,0.8,4456,2776,253,240,281,204,29,087
2717,"Montgomery County, Missouri",95.0,1.5,11545,0.3,11545,6230,737,783,675,628,29,139
2718,"Stoddard County, Missouri",97.1,1.2,29512,0.0,29512,13715,1776,1804,1783,1887,29,207
2719,"Washington County, Missouri",95.2,2.0,24931,0.1,24931,11044,1452,1692,1599,1522,29,221
2720,"DeKalb County, Missouri",85.9,9.8,12564,0.2,12564,4333,547,603,561,544,29,063
2721,"Lafayette County, Missouri",94.0,1.9,32589,0.6,32589,14776,1797,2182,2128,2162,29,107
2722,"Schuyler County, Missouri",97.4,0.5,4502,0.0,4502,2102,360,343,279,311,29,197
2723,"Camden County, Missouri",96.4,0.8,45096,0.3,45096,41714,1980,2148,2335,2449,29,029
2724,"Jasper County, Missouri",90.4,2.0,119238,1.1,119238,50872,8365,7939,8738,8028,29,097
2725,"McDonald County, Missouri",87.5,2.0,22827,1.4,22827,9956,1562,1628,1630,1645,29,119
2726,"Polk County, Missouri",95.5,0.9,31549,0.5,31549,13534,1892,1886,2086,2699,29,167
2727,"Reynolds County, Missouri",95.1,1.9,6315,0.1,6315,4025,257,364,362,401,29,179
2728,"Scott County, Missouri",85.2,11.5,38729,0.4,38729,17220,2476,2900,2336,2288,29,201
2729,"Barton County, Missouri",94.2,0.3,11850,0.0,11850,5601,682,726,896,822,29,011
2730,"Cole County, Missouri",83.7,11.7,76740,1.4,76740,33210,4656,4686,5112,4980,29,051
2731,"Gasconade County, Missouri",97.3,0.4,14746,0.4,14746,8203,758,869,926,854,29,073
2732,"Macon County, Missouri",94.5,1.9,15254,0.5,15254,7672,922,1197,898,919,29,121
2733,"Pemiscot County, Missouri",70.1,27.2,17031,0.0,17031,8177,1270,1077,1343,1193,29,155
2734,"Shannon County, Missouri",95.5,0.1,8246,0.0,8246,4171,451,591,446,586,29,203
2735,"Douglas County, Missouri",98.8,0.1,13374,0.1,13374,6530,718,824,836,692,29,067
2736,"Henry County, Missouri",95.4,1.3,21765,0.3,21765,10945,1242,1205,1531,1264,29,083
2737,"Lawrence County, Missouri",95.5,0.6,38133,0.2,38133,16703,2521,2469,2919,2724,29,109
2738,"Chouteau County, Montana",77.4,0.1,5789,0.5,5789,2914,314,443,355,377,30,015
2739,"Lincoln County, Montana",94.9,0.1,19358,0.5,19358,11653,820,1041,880,1107,30,053
2740,"Treasure County, Montana",96.3,0.0,777,1.8,777,466,32,31,48,56,30,103
2741,"Sweet Grass County, Montana",95.9,0.2,3653,0.3,3653,2165,163,174,284,186,30,097
2742,"Prairie County, Montana",98.7,0.0,1342,0.0,1342,697,69,94,122,57,30,079
2743,"Glacier County, Montana",32.5,0.3,13699,0.1,13699,5402,1238,1243,1195,1027,30,035
2744,"Golden Valley County, Montana",93.2,3.9,724,0.0,724,471,15,44,49,28,30,037
2745,"Stillwater County, Montana",95.8,0.2,9410,0.4,9410,4877,440,595,613,637,30,095
2746,"Granite County, Montana",97.9,0.2,3269,0.1,3269,2832,122,161,166,239,30,039
2747,"Madison County, Montana",94.3,0.2,8218,0.0,8218,7011,322,396,344,351,30,057
2748,"Sheridan County, Montana",93.5,0.0,3574,0.4,3574,2172,232,268,153,156,30,091
2749,"Big Horn County, Montana",31.4,0.0,13376,0.1,13376,4725,1171,1508,1118,1078,30,003
2750,"Lewis and Clark County, Montana",93.8,0.3,67077,0.6,67077,31433,3942,4286,3913,4186,30,049
2751,"Missoula County, Montana",91.7,0.5,115983,1.6,115983,53259,6043,5878,6690,7613,30,063
2752,"Cascade County, Montana",88.1,1.3,81746,0.9,81746,38558,5522,5044,5091,4388,30,013
2753,"Garfield County, Montana",99.9,0.0,1141,0.0,1141,826,103,52,34,99,30,033
2754,"Powell County, Montana",90.9,0.3,6861,0.5,6861,3196,246,294,275,316,30,077
2755,"Gallatin County, Montana",94.3,0.3,104729,1.4,104729,47976,6177,5989,5902,7101,30,031
2756,"Beaverhead County, Montana",95.0,0.1,9393,0.5,9393,5331,477,424,487,845,30,001
2757,"Musselshell County, Montana",98.8,0.0,4807,0.4,4807,2749,243,315,254,355,30,065
2758,"Sheridan County, Nebraska",82.7,0.8,5234,0.8,5234,2924,266,292,396,370,31,161
2759,"Nuckolls County, Nebraska",97.8,0.2,4275,1.3,4275,2456,226,207,286,259,31,129
2760,"Frontier County, Nebraska",97.4,0.1,2609,0.1,2609,1568,119,150,146,229,31,063
2761,"Douglas County, Nebraska",79.5,11.1,554992,3.6,554992,232063,42176,40054,38428,36708,31,055
2762,"Chase County, Nebraska",99.2,0.1,3734,0.3,3734,1943,159,224,268,207,31,029
2763,"Arthur County, Nebraska",95.7,0.0,418,0.0,418,276,11,37,44,20,31,005
2764,"Franklin County, Nebraska",98.0,0.4,3006,0.1,3006,1712,144,149,170,168,31,061
2765,"Jefferson County, Nebraska",96.8,0.3,7188,0.2,7188,3905,413,485,425,418,31,095
2766,"Loup County, Nebraska",99.7,0.0,585,0.0,585,444,30,23,16,21,31,115
2767,"Phelps County, Nebraska",96.4,0.3,9120,0.3,9120,4249,560,615,598,567,31,137
2768,"Scotts Bluff County, Nebraska",91.9,0.8,36255,0.7,36255,16379,2411,2633,2516,2362,31,157
2769,"Kimball County, Nebraska",95.1,0.2,3667,0.3,3667,1947,195,232,239,235,31,105
2770,"Merrick County, Nebraska",95.4,0.9,7803,0.3,7803,3806,484,487,458,457,31,121
2771,"Burt County, Nebraska",95.2,0.7,6528,0.5,6528,3493,335,470,401,374,31,021
2772,"Cuming County, Nebraska",94.1,0.1,8991,0.3,8991,4244,533,502,807,567,31,039
2773,"Grant County, Nebraska",98.3,0.7,718,0.0,718,401,58,45,31,56,31,075
2774,"Hayes County, Nebraska",98.4,0.0,943,0.0,943,515,65,61,57,30,31,085
2775,"Cedar County, Nebraska",98.0,0.0,8523,0.1,8523,4154,563,636,597,501,31,027
2776,"Johnson County, Nebraska",86.8,6.5,5197,0.9,5197,2172,233,295,257,252,31,097
2777,"Garfield County, Nebraska",98.2,0.2,1975,0.4,1975,1231,95,109,107,107,31,071
2778,"Pawnee County, Nebraska",96.4,0.0,2676,0.0,2676,1622,155,175,125,173,31,133
2779,"Wheeler County, Nebraska",98.8,0.0,822,0.2,822,543,44,46,32,30,31,183
2780,"York County, Nebraska",95.0,1.5,13799,0.4,13799,6298,863,903,890,931,31,185
2781,"Colfax County, Nebraska",86.9,3.5,10760,0.6,10760,4177,952,864,924,744,31,037
2782,"Logan County, Nebraska",98.6,0.0,886,0.0,886,418,51,56,93,72,31,113
2783,"Polk County, Nebraska",97.5,0.2,5255,0.1,5255,2737,263,336,397,346,31,143
2784,"Brown County, Nebraska",97.5,0.0,2988,0.3,2988,1880,137,212,167,113,31,017
2785,"Lander County, Nevada",90.1,0.1,5746,0.1,5746,2577,443,459,501,322,32,015
2786,"Eureka County, Nevada",94.3,0.1,1830,0.0,1830,1174,67,92,208,111,32,011
2787,"Mercer County, New Jersey",63.7,20.7,368762,10.7,368762,144681,20950,21287,22806,27197,34,021
2788,"Somerset County, New Jersey",67.4,9.6,330176,17.4,330176,126209,17325,19150,23463,22435,34,035
2789,"Atlantic County, New Jersey",66.6,15.0,268539,8.0,268539,127987,15268,15623,16862,17262,34,001
2790,"Middlesex County, New Jersey",58.9,10.2,826698,23.9,826698,300541,48536,51041,50334,54983,34,023
2791,"Cape May County, New Jersey",91.3,4.7,93705,1.0,93705,99157,4381,4413,4752,4974,34,009
2792,"Union County, New Jersey",56.2,21.2,553066,5.1,553066,201916,35056,36998,36098,35383,34,039
2793,"Hunterdon County, New Jersey",90.9,2.7,125051,3.9,125051,50138,4982,6067,8338,9110,34,019
2794,"Los Alamos County, New Mexico",85.5,0.2,18356,5.4,18356,8379,953,1172,1304,1237,35,028
2795,"Valencia County, New Mexico",80.8,1.1,75956,0.8,75956,31050,4328,4740,5848,5241,35,061
2796,"Bernalillo County, New Mexico",74.0,2.8,677692,2.6,677692,292439,39636,41511,44584,42651,35,001
2797,"De Baca County, New Mexico",74.6,1.6,2060,0.3,2060,1078,105,105,192,239,35,011
2798,"Hidalgo County, New Mexico",96.0,0.6,4371,0.0,4371,2446,256,290,292,309,35,023
2799,"Sandoval County, New Mexico",71.3,2.2,140769,1.4,140769,55831,7806,9230,10563,9499,35,043
